#OLD_LOCUS,NEW_LOCUS,UPDATE_TYPE,UPDATE_DETAIL
NCU00641.4,NCU00641.5,UNCHANGED,
NCU00642.4,NCU00642.5,UNCHANGED,
NCU00643.4,NCU00643.5,UNCHANGED,
NCU00644.4,NCU00644.5,UNCHANGED,
NCU00645.4,NCU00645.5,UNCHANGED,
NCU00648.4,NCU00648.5,UNCHANGED,
NCU00649.4,NCU00649.5,UNCHANGED,
NCU00650.4,NCU00650.5,UNCHANGED,
NCU00651.4,NCU00651.5,UNCHANGED,
NCU00652.4,NCU00652.5,UNCHANGED,
NCU00653.4,NCU00653.5,UNCHANGED,
NCU00654.4,NCU00654.5,UNCHANGED,
NCU00655.4,NCU00655.5,UNCHANGED,
NCU00656.4,NCU00656.5,UNCHANGED,
NCU00657.4,NCU00657.5,UNCHANGED,
NCU00658.4,NCU00658.5,UNCHANGED,
NCU00659.4,NCU00659.5,UNCHANGED,
NCU00660.4,NCU00660.5,UNCHANGED,
NCU00662.4,NCU00662.5,UNCHANGED,
NCU00663.4,NCU00663.5,UNCHANGED,
NCU00664.4,NCU00664.5,UNCHANGED,
NCU00665.4,NCU00665.5,UNCHANGED,
NCU00666.4,NCU00666.5,UNCHANGED,
NCU00667.4,NCU00667.5,UNCHANGED,
NCU00668.4,NCU00668.5,UNCHANGED,
NCU00669.4,NCU00669.5,UNCHANGED,
NCU00670.4,NCU00670.5,UNCHANGED,
NCU00671.4,NCU00671.5,UNCHANGED,
NCU00673.4,NCU00673.5,UNCHANGED,
NCU00674.4,NCU00674.5,UNCHANGED,
NCU00675.4,NCU00675.5,UNCHANGED,
NCU00676.4,NCU00676.5,UNCHANGED,
NCU00677.4,NCU00677.5,UNCHANGED,
NCU00680.4,NCU00680.5,UNCHANGED,
NCU00681.4,NCU00681.5,UNCHANGED,
NCU00682.4,NCU00682.5,UNCHANGED,
NCU00684.4,NCU00684.5,UNCHANGED,
NCU00687.4,NCU00687.5,UNCHANGED,
NCU00688.4,NCU00688.5,UNCHANGED,
NCU00689.4,NCU00689.5,UNCHANGED,
NCU00690.4,NCU00690.5,UNCHANGED,
NCU00691.4,NCU00691.5,UNCHANGED,
NCU00692.4,NCU00692.5,UNCHANGED,
NCU00693.4,NCU00693.5,UNCHANGED,
NCU00694.4,NCU00694.5,UNCHANGED,
NCU00695.4,NCU00695.5,UNCHANGED,
NCU00696.4,NCU00696.5,UNCHANGED,
NCU00697.4,NCU00697.5,UNCHANGED,
NCU00698.4,NCU00698.5,UNCHANGED,
NCU00699.4,NCU00699.5,UNCHANGED,
NCU00700.4,NCU00700.5,UNCHANGED,
NCU00701.4,NCU00701.5,UNCHANGED,
NCU00704.4,NCU00704.5,UNCHANGED,
NCU00705.4,NCU00705.5,UNCHANGED,
NCU00706.4,NCU00706.5,UNCHANGED,
NCU00707.4,NCU00707.5,UNCHANGED,
NCU00708.4,NCU00708.5,UNCHANGED,
NCU00709.4,NCU00709.5,UNCHANGED,
NCU00710.4,NCU00710.5,UNCHANGED,
NCU00711.4,NCU00711.5,UNCHANGED,
NCU00712.4,NCU00712.5,UNCHANGED,
NCU00713.4,NCU00713.5,UNCHANGED,
NCU00714.4,NCU00714.5,UNCHANGED,
NCU00715.4,NCU00715.5,UNCHANGED,
NCU00716.4,NCU00716.5,UNCHANGED,
NCU00717.4,NCU00717.5,UNCHANGED,
NCU00718.4,NCU00718.5,UNCHANGED,
NCU00719.4,NCU00719.5,UNCHANGED,
NCU00720.4,NCU00720.5,UNCHANGED,
NCU00721.4,NCU00721.5,UNCHANGED,
NCU00722.4,NCU00722.5,UNCHANGED,
NCU00723.4,NCU00723.5,UNCHANGED,
NCU00724.4,NCU00724.5,UNCHANGED,
NCU00725.4,NCU00725.5,UNCHANGED,
NCU00726.4,NCU00726.5,UNCHANGED,
NCU00727.4,NCU00727.5,UNCHANGED,
NCU00728.4,NCU00728.5,UNCHANGED,
NCU00729.4,NCU00729.5,UNCHANGED,
NCU00730.4,NCU00730.5,UNCHANGED,
NCU00732.4,NCU00732.5,UNCHANGED,
NCU00733.4,NCU00733.5,UNCHANGED,
NCU00734.4,NCU00734.5,UNCHANGED,
NCU00735.4,NCU00735.5,UNCHANGED,
NCU00736.4,NCU00736.5,UNCHANGED,
NCU00737.4,NCU00737.5,UNCHANGED,
NCU00738.4,NCU00738.5,UNCHANGED,
NCU00739.4,NCU00739.5,UNCHANGED,
NCU00740.4,NCU00740.5,UNCHANGED,
NCU00741.4,NCU00741.5,UNCHANGED,
NCU00742.4,NCU00742.5,UNCHANGED,
NCU00743.4,NCU00743.5,UNCHANGED,
NCU00744.4,NCU00744.5,UNCHANGED,
NCU00745.4,NCU00745.5,UNCHANGED,
NCU00746.4,NCU00746.5,UNCHANGED,
NCU00747.4,NCU00747.5,UNCHANGED,
NCU00748.4,NCU00748.5,UNCHANGED,
NCU00749.4,NCU00749.5,UNCHANGED,
NCU00751.4,NCU00751.5,UNCHANGED,
NCU00752.4,NCU00752.5,UNCHANGED,
NCU00753.4,NCU00753.5,UNCHANGED,
NCU00754.4,NCU00754.5,UNCHANGED,
NCU00755.4,NCU00755.5,UNCHANGED,
NCU00756.4,NCU00756.5,UNCHANGED,
NCU00757.4,NCU00757.5,UNCHANGED,
NCU00758.4,NCU00758.5,UNCHANGED,
NCU00759.4,NCU00759.5,UNCHANGED,
NCU00760.4,NCU00760.5,UNCHANGED,
NCU00761.4,NCU00761.5,UNCHANGED,
NCU00762.4,NCU00762.5,UNCHANGED,
NCU00763.4,NCU00763.5,UNCHANGED,
NCU00764.4,NCU00764.5,UNCHANGED,
NCU00765.4,NCU00765.5,UNCHANGED,
NCU00766.4,NCU00766.5,UNCHANGED,
NCU00770.4,NCU00770.5,UNCHANGED,
NCU00771.4,NCU00771.5,UNCHANGED,
NCU00772.4,NCU00772.5,UNCHANGED,
NCU00773.4,NCU00773.5,UNCHANGED,
NCU00774.4,NCU00774.5,UNCHANGED,
NCU00775.4,NCU00775.5,UNCHANGED,
NCU00776.4,NCU00776.5,UNCHANGED,
NCU00777.4,NCU00777.5,UNCHANGED,
NCU00778.4,NCU00778.5,UNCHANGED,
NCU00779.4,NCU00779.5,UNCHANGED,
NCU00780.4,NCU00780.5,UNCHANGED,
NCU00781.4,NCU00781.5,UNCHANGED,
NCU00782.4,NCU00782.5,UNCHANGED,
NCU00783.4,NCU00783.5,UNCHANGED,
NCU00784.4,NCU00784.5,UNCHANGED,
NCU00786.4,NCU00786.5,UNCHANGED,
NCU00787.4,NCU00787.5,UNCHANGED,
NCU00788.4,NCU00788.5,UNCHANGED,
NCU00789.4,NCU00789.5,UNCHANGED,
NCU00790.4,NCU00790.5,UNCHANGED,
NCU00792.4,NCU00792.5,UNCHANGED,
NCU00793.4,NCU00793.5,UNCHANGED,
NCU00794.4,NCU00794.5,UNCHANGED,
NCU00795.4,NCU00795.5,UNCHANGED,
NCU00796.4,NCU00796.5,UNCHANGED,
NCU00797.4,NCU00797.5,UNCHANGED,
NCU00798.4,NCU00798.5,UNCHANGED,
NCU00799.4,NCU00799.5,UNCHANGED,
NCU00800.4,NCU00800.5,UNCHANGED,
NCU00801.4,NCU00801.5,UNCHANGED,
NCU00802.4,NCU00802.5,UNCHANGED,
NCU00803.4,NCU00803.5,UNCHANGED,
NCU00804.4,NCU00804.5,UNCHANGED,
NCU00805.4,NCU00805.5,UNCHANGED,
NCU00806.4,NCU00806.5,UNCHANGED,
NCU00807.4,NCU00807.5,UNCHANGED,
NCU00808.4,NCU00808.5,UNCHANGED,
NCU00809.4,NCU00809.5,UNCHANGED,
NCU00810.4,NCU00810.5,UNCHANGED,
NCU00811.4,NCU00811.5,UNCHANGED,
NCU00812.4,NCU00812.5,UNCHANGED,
NCU00813.4,NCU00813.5,UNCHANGED,
NCU00814.4,NCU00814.5,UNCHANGED,
NCU00817.4,NCU00817.5,UNCHANGED,
NCU00818.4,NCU00818.5,UNCHANGED,
NCU00819.4,NCU00819.5,UNCHANGED,
NCU00821.4,NCU00821.5,UNCHANGED,
NCU00822.4,NCU00822.5,UNCHANGED,
NCU00823.4,NCU00823.5,UNCHANGED,
NCU00824.4,NCU00824.5,UNCHANGED,
NCU00825.4,NCU00825.5,UNCHANGED,
NCU00826.4,NCU00826.5,UNCHANGED,
NCU00827.4,NCU00827.5,UNCHANGED,
NCU00828.4,NCU00828.5,UNCHANGED,
NCU00829.4,NCU00829.5,UNCHANGED,
NCU00830.4,NCU00830.5,UNCHANGED,
NCU00831.4,NCU00831.5,UNCHANGED,
NCU00832.4,NCU00832.5,UNCHANGED,
NCU00833.4,NCU00833.5,UNCHANGED,
NCU00834.4,NCU00834.5,UNCHANGED,
NCU00835.4,NCU00835.5,UNCHANGED,
NCU00836.4,NCU00836.5,UNCHANGED,
NCU00837.4,NCU00837.5,UNCHANGED,
NCU00838.4,NCU00838.5,UNCHANGED,
NCU00839.4,NCU00839.5,UNCHANGED,
NCU00840.4,NCU00840.5,UNCHANGED,
NCU00841.4,NCU00841.5,UNCHANGED,
NCU00842.4,NCU00842.5,UNCHANGED,
NCU00843.4,NCU00843.5,UNCHANGED,
NCU00844.4,NCU00844.5,UNCHANGED,
NCU00845.4,NCU00845.5,UNCHANGED,
NCU00846.4,NCU00846.5,UNCHANGED,
NCU00847.4,NCU00847.5,UNCHANGED,
NCU00848.4,NCU00848.5,UNCHANGED,
NCU00849.4,NCU00849.5,UNCHANGED,
NCU00850.4,NCU00850.5,UNCHANGED,
NCU00851.4,NCU00851.5,UNCHANGED,
NCU00852.4,NCU00852.5,UNCHANGED,
NCU00853.4,NCU00853.5,UNCHANGED,
NCU00854.4,NCU00854.5,UNCHANGED,
NCU00855.4,NCU00855.5,UNCHANGED,
NCU00857.4,NCU00857.5,UNCHANGED,
NCU00859.4,NCU00859.5,UNCHANGED,
NCU00860.4,NCU00860.5,UNCHANGED,
NCU00861.4,NCU00861.5,UNCHANGED,
NCU00862.4,NCU00862.5,UNCHANGED,
NCU00863.4,NCU00863.5,UNCHANGED,
NCU00864.4,NCU00864.5,UNCHANGED,
NCU00865.4,NCU00865.5,UNCHANGED,
NCU00866.4,NCU00866.5,UNCHANGED,
NCU00867.4,NCU00867.5,UNCHANGED,
NCU00868.4,NCU00868.5,UNCHANGED,
NCU00869.4,NCU00869.5,UNCHANGED,
NCU00870.4,NCU00870.5,UNCHANGED,
NCU00871.4,NCU00871.5,UNCHANGED,
NCU00872.4,NCU00872.5,UNCHANGED,
NCU00873.4,NCU00873.5,UNCHANGED,
NCU00874.4,NCU00874.5,UNCHANGED,
NCU00875.4,NCU00875.5,UNCHANGED,
NCU00876.4,NCU00876.5,UNCHANGED,
NCU00877.4,NCU00877.5,UNCHANGED,
NCU00878.4,NCU00878.5,UNCHANGED,
NCU00879.4,NCU00879.5,UNCHANGED,
NCU00880.4,NCU00880.5,UNCHANGED,
NCU00881.4,NCU00881.5,UNCHANGED,
NCU00882.4,NCU00882.5,UNCHANGED,
NCU00883.4,NCU00883.5,UNCHANGED,
NCU00884.4,NCU00884.5,UNCHANGED,
NCU00885.4,NCU00885.5,UNCHANGED,
NCU00887.4,NCU00887.5,UNCHANGED,
NCU00889.4,NCU00889.5,UNCHANGED,
NCU00890.4,NCU00890.5,UNCHANGED,
NCU00891.4,NCU00891.5,UNCHANGED,
NCU00892.4,NCU00892.5,UNCHANGED,
NCU00893.4,NCU00893.5,UNCHANGED,
NCU00894.4,NCU00894.5,UNCHANGED,
NCU00895.4,NCU00895.5,UNCHANGED,
NCU00896.4,NCU00896.5,UNCHANGED,
NCU00897.4,NCU00897.5,UNCHANGED,
NCU00898.4,NCU00898.5,UNCHANGED,
NCU00899.4,NCU00899.5,UNCHANGED,
NCU00900.4,NCU00900.5,UNCHANGED,
NCU00901.4,NCU00901.5,UNCHANGED,
NCU00902.4,NCU00902.5,UNCHANGED,
NCU00903.4,NCU00903.5,UNCHANGED,
NCU00904.4,NCU00904.5,UNCHANGED,
NCU00905.4,NCU00905.5,UNCHANGED,
NCU00906.4,NCU00906.5,UNCHANGED,
NCU00907.4,NCU00907.5,UNCHANGED,
NCU00911.4,NCU00911.5,UNCHANGED,
NCU00912.4,NCU00912.5,UNCHANGED,
NCU00913.4,NCU00913.5,UNCHANGED,
NCU00914.4,NCU00914.5,UNCHANGED,
NCU00915.4,NCU00915.5,UNCHANGED,
NCU00916.4,NCU00916.5,UNCHANGED,
NCU00917.4,NCU00917.5,UNCHANGED,
NCU00918.4,NCU00918.5,UNCHANGED,
NCU00919.4,NCU00919.5,UNCHANGED,
NCU00920.4,NCU00920.5,UNCHANGED,
NCU00921.4,NCU00921.5,UNCHANGED,
NCU00922.4,NCU00922.5,UNCHANGED,
NCU00923.4,NCU00923.5,UNCHANGED,
NCU00924.4,NCU00924.5,UNCHANGED,
NCU00925.4,NCU00925.5,UNCHANGED,
NCU00926.4,NCU00926.5,UNCHANGED,
NCU00927.4,NCU00927.5,UNCHANGED,
NCU00928.4,NCU00928.5,UNCHANGED,
NCU00929.4,NCU00929.5,UNCHANGED,
NCU00930.4,NCU00930.5,UNCHANGED,
NCU00931.4,NCU00931.5,UNCHANGED,
NCU00932.4,NCU00932.5,UNCHANGED,
NCU00934.4,NCU00934.5,UNCHANGED,
NCU00935.4,NCU00935.5,UNCHANGED,
NCU00936.4,NCU00936.5,UNCHANGED,
NCU00937.4,NCU00937.5,UNCHANGED,
NCU00938.4,NCU00938.5,UNCHANGED,
NCU00939.4,NCU00939.5,UNCHANGED,
NCU00940.4,NCU00940.5,UNCHANGED,
NCU00941.4,NCU00941.5,UNCHANGED,
NCU00943.4,NCU00943.5,UNCHANGED,
NCU00944.4,NCU00944.5,UNCHANGED,
NCU00945.4,NCU00945.5,UNCHANGED,
NCU00946.4,NCU00946.5,UNCHANGED,
NCU00948.4,NCU00948.5,UNCHANGED,
NCU00949.4,NCU00949.5,UNCHANGED,
NCU00950.4,NCU00950.5,UNCHANGED,
NCU00951.4,NCU00951.5,UNCHANGED,
NCU00952.4,NCU00952.5,UNCHANGED,
NCU00953.4,NCU00953.5,UNCHANGED,
NCU00954.4,NCU00954.5,UNCHANGED,
NCU00955.4,NCU00955.5,UNCHANGED,
NCU00956.4,NCU00956.5,UNCHANGED,
NCU00957.4,NCU00957.5,UNCHANGED,
NCU00958.4,NCU00958.5,UNCHANGED,
NCU00959.4,NCU00959.5,UNCHANGED,
NCU00960.4,NCU00960.5,UNCHANGED,
NCU00961.4,NCU00961.5,UNCHANGED,
NCU00962.4,NCU00962.5,UNCHANGED,
NCU00963.4,NCU00963.5,UNCHANGED,
NCU00964.4,NCU00964.5,UNCHANGED,
NCU00965.4,NCU00965.5,UNCHANGED,
NCU00966.4,NCU00966.5,UNCHANGED,
NCU00967.4,NCU00967.5,UNCHANGED,
NCU00968.4,NCU00968.5,UNCHANGED,
NCU00969.4,NCU00969.5,UNCHANGED,
NCU00970.4,NCU00970.5,UNCHANGED,
NCU00971.4,NCU00971.5,UNCHANGED,
NCU00973.4,NCU00973.5,UNCHANGED,
NCU00974.4,NCU00974.5,UNCHANGED,
NCU00975.4,NCU00975.5,UNCHANGED,
NCU00976.4,NCU00976.5,UNCHANGED,
NCU00977.4,NCU00977.5,UNCHANGED,
NCU00978.4,NCU00978.5,UNCHANGED,
NCU00979.4,NCU00979.5,UNCHANGED,
NCU00980.4,NCU00980.5,UNCHANGED,
NCU00981.4,NCU00981.5,UNCHANGED,
NCU00983.4,NCU00983.5,UNCHANGED,
NCU00984.4,NCU00984.5,UNCHANGED,
NCU00985.4,NCU00985.5,UNCHANGED,
NCU00987.4,NCU00987.5,UNCHANGED,
NCU00988.4,NCU00988.5,UNCHANGED,
NCU00989.4,NCU00989.5,UNCHANGED,
NCU00990.4,NCU00990.5,UNCHANGED,
NCU00992.4,NCU00992.5,UNCHANGED,
NCU00993.4,NCU00993.5,UNCHANGED,
NCU00994.4,NCU00994.5,UNCHANGED,
NCU00995.4,NCU00995.5,UNCHANGED,
NCU01000.4,NCU01000.5,UNCHANGED,
NCU01003.4,NCU01003.5,UNCHANGED,
NCU01006.4,NCU01006.5,UNCHANGED,
NCU01007.4,NCU01007.5,UNCHANGED,
NCU01008.4,NCU01008.5,UNCHANGED,
NCU01009.4,NCU01009.5,UNCHANGED,
NCU01010.4,NCU01010.5,UNCHANGED,
NCU01011.4,NCU01011.5,UNCHANGED,
NCU01012.4,NCU01012.5,UNCHANGED,
NCU01013.4,NCU01013.5,UNCHANGED,
NCU01014.4,NCU01014.5,UNCHANGED,
NCU01015.4,NCU01015.5,UNCHANGED,
NCU01016.4,NCU01016.5,UNCHANGED,
NCU01017.4,NCU01017.5,UNCHANGED,
NCU01019.4,NCU01019.5,UNCHANGED,
NCU01021.4,NCU01021.5,UNCHANGED,
NCU01022.4,NCU01022.5,UNCHANGED,
NCU01023.4,NCU01023.5,UNCHANGED,
NCU01024.4,NCU01024.5,UNCHANGED,
NCU01025.4,NCU01025.5,UNCHANGED,
NCU01026.4,NCU01026.5,UNCHANGED,
NCU01027.4,NCU01027.5,UNCHANGED,
NCU01032.4,NCU01032.5,UNCHANGED,
NCU01033.4,NCU01033.5,UNCHANGED,
NCU01036.4,NCU01036.5,UNCHANGED,
NCU01038.4,NCU01038.5,UNCHANGED,
NCU01039.4,NCU01039.5,UNCHANGED,
NCU01041.4,NCU01041.5,UNCHANGED,
NCU01042.4,NCU01042.5,UNCHANGED,
NCU01043.4,NCU01043.5,UNCHANGED,
NCU01044.4,NCU01044.5,UNCHANGED,
NCU01045.4,NCU01045.5,UNCHANGED,
NCU01047.4,NCU01047.5,UNCHANGED,
NCU01048.4,NCU01048.5,UNCHANGED,
NCU01049.4,NCU01049.5,UNCHANGED,
NCU01050.4,NCU01050.5,UNCHANGED,
NCU01051.4,NCU01051.5,UNCHANGED,
NCU01052.4,NCU01052.5,UNCHANGED,
NCU01053.4,NCU01053.5,UNCHANGED,
NCU01054.4,NCU01054.5,UNCHANGED,
NCU01055.4,NCU01055.5,UNCHANGED,
NCU01056.4,NCU01056.5,UNCHANGED,
NCU01057.4,NCU01057.5,UNCHANGED,
NCU01058.4,NCU01058.5,UNCHANGED,
NCU01059.4,NCU01059.5,UNCHANGED,
NCU01060.4,NCU01060.5,UNCHANGED,
NCU01061.4,NCU01061.5,UNCHANGED,
NCU01063.4,NCU01063.5,UNCHANGED,
NCU01066.4,NCU01066.5,UNCHANGED,
NCU01067.4,NCU01067.5,UNCHANGED,
NCU01068.4,NCU01068.5,UNCHANGED,
NCU01069.4,NCU01069.5,UNCHANGED,
NCU01070.4,NCU01070.5,UNCHANGED,
NCU01071.4,NCU01071.5,UNCHANGED,
NCU01072.4,NCU01072.5,UNCHANGED,
NCU01073.4,NCU01073.5,UNCHANGED,
NCU01074.4,NCU01074.5,UNCHANGED,
NCU01075.4,NCU01075.5,UNCHANGED,
NCU01076.4,NCU01076.5,UNCHANGED,
NCU01077.4,NCU01077.5,UNCHANGED,
NCU01078.4,NCU01078.5,UNCHANGED,
NCU01079.4,NCU01079.5,UNCHANGED,
NCU01080.4,NCU01080.5,UNCHANGED,
NCU01081.4,NCU01081.5,UNCHANGED,
NCU01082.4,NCU01082.5,UNCHANGED,
NCU01083.4,NCU01083.5,UNCHANGED,
NCU01084.4,NCU01084.5,UNCHANGED,
NCU01085.4,NCU01085.5,UNCHANGED,
NCU01086.4,NCU01086.5,UNCHANGED,
NCU01087.4,NCU01087.5,UNCHANGED,
NCU01088.4,NCU01088.5,UNCHANGED,
NCU01089.4,NCU01089.5,UNCHANGED,
NCU01090.4,NCU01090.5,UNCHANGED,
NCU01091.4,NCU01091.5,UNCHANGED,
NCU01092.4,NCU01092.5,UNCHANGED,
NCU01093.4,NCU01093.5,UNCHANGED,
NCU01094.4,NCU01094.5,UNCHANGED,
NCU01095.4,NCU01095.5,UNCHANGED,
NCU01096.4,NCU01096.5,UNCHANGED,
NCU01097.4,NCU01097.5,UNCHANGED,
NCU01098.4,NCU01098.5,UNCHANGED,
NCU01099.4,NCU01099.5,UNCHANGED,
NCU01100.4,NCU01100.5,UNCHANGED,
NCU01101.4,NCU01101.5,UNCHANGED,
NCU01102.4,NCU01102.5,UNCHANGED,
NCU01103.4,NCU01103.5,UNCHANGED,
NCU01104.4,NCU01104.5,UNCHANGED,
NCU01105.4,NCU01105.5,UNCHANGED,
NCU01106.4,NCU01106.5,UNCHANGED,
NCU01107.4,NCU01107.5,UNCHANGED,
NCU01108.4,NCU01108.5,UNCHANGED,
NCU01109.4,NCU01109.5,UNCHANGED,
NCU01111.4,NCU01111.5,UNCHANGED,
NCU01112.4,NCU01112.5,UNCHANGED,
NCU01113.4,NCU01113.5,UNCHANGED,
NCU01114.4,NCU01114.5,UNCHANGED,
NCU01115.4,NCU01115.5,UNCHANGED,
NCU01116.4,NCU01116.5,UNCHANGED,
NCU01118.4,NCU01118.5,UNCHANGED,
NCU01119.4,NCU01119.5,UNCHANGED,
NCU01120.4,NCU01120.5,UNCHANGED,
NCU01121.4,NCU01121.5,UNCHANGED,
NCU01122.4,NCU01122.5,UNCHANGED,
NCU01123.4,NCU01123.5,UNCHANGED,
NCU01124.4,NCU01124.5,UNCHANGED,
NCU01127.4,NCU01127.5,UNCHANGED,
NCU01132.4,NCU01132.5,UNCHANGED,
NCU01134.4,NCU01134.5,UNCHANGED,
NCU01135.4,NCU01135.5,UNCHANGED,
NCU01136.4,NCU01136.5,UNCHANGED,
NCU01138.4,NCU01138.5,UNCHANGED,
NCU01140.4,NCU01140.5,UNCHANGED,
NCU01141.4,NCU01141.5,UNCHANGED,
NCU01142.4,NCU01142.5,UNCHANGED,
NCU01143.4,NCU01143.5,UNCHANGED,
NCU01144.4,NCU01144.5,UNCHANGED,
NCU01145.4,NCU01145.5,UNCHANGED,
NCU01146.4,NCU01146.5,UNCHANGED,
NCU01147.4,NCU01147.5,UNCHANGED,
NCU01148.4,NCU01148.5,UNCHANGED,
NCU01149.4,NCU01149.5,UNCHANGED,
NCU01150.4,NCU01150.5,UNCHANGED,
NCU01151.4,NCU01151.5,UNCHANGED,
NCU01153.4,NCU01153.5,UNCHANGED,
NCU01154.4,NCU01154.5,UNCHANGED,
NCU01156.4,NCU01156.5,UNCHANGED,
NCU01157.4,NCU01157.5,UNCHANGED,
NCU01158.4,NCU01158.5,UNCHANGED,
NCU01159.4,NCU01159.5,UNCHANGED,
NCU01160.4,NCU01160.5,UNCHANGED,
NCU01161.4,NCU01161.5,UNCHANGED,
NCU01162.4,NCU01162.5,UNCHANGED,
NCU01163.4,NCU01163.5,UNCHANGED,
NCU01164.4,NCU01164.5,UNCHANGED,
NCU01165.4,NCU01165.5,UNCHANGED,
NCU01166.4,NCU01166.5,UNCHANGED,
NCU01167.4,NCU01167.5,UNCHANGED,
NCU01169.4,NCU01169.5,UNCHANGED,
NCU01170.4,NCU01170.5,UNCHANGED,
NCU01171.4,NCU01171.5,UNCHANGED,
NCU01172.4,NCU01172.5,UNCHANGED,
NCU01173.4,NCU01173.5,UNCHANGED,
NCU01174.4,NCU01174.5,UNCHANGED,
NCU01175.4,NCU01175.5,UNCHANGED,
NCU01176.4,NCU01176.5,UNCHANGED,
NCU01177.4,NCU01177.5,UNCHANGED,
NCU01178.4,NCU01178.5,UNCHANGED,
NCU01179.4,NCU01179.5,UNCHANGED,
NCU01180.4,NCU01180.5,UNCHANGED,
NCU01181.4,NCU01181.5,UNCHANGED,
NCU01182.4,NCU01182.5,UNCHANGED,
NCU01183.4,NCU01183.5,UNCHANGED,
NCU01184.4,NCU01184.5,UNCHANGED,
NCU01185.4,NCU01185.5,UNCHANGED,
NCU01186.4,NCU01186.5,UNCHANGED,
NCU01187.4,NCU01187.5,UNCHANGED,
NCU01188.4,NCU01188.5,UNCHANGED,
NCU01189.4,NCU01189.5,UNCHANGED,
NCU01190.4,NCU01190.5,UNCHANGED,
NCU01191.4,NCU01191.5,UNCHANGED,
NCU01192.4,NCU01192.5,UNCHANGED,
NCU01193.4,NCU01193.5,UNCHANGED,
NCU01195.4,NCU01195.5,UNCHANGED,
NCU01196.4,NCU01196.5,UNCHANGED,
NCU01197.4,NCU01197.5,UNCHANGED,
NCU01198.4,NCU01198.5,UNCHANGED,
NCU01199.4,NCU01199.5,UNCHANGED,
NCU01200.4,NCU01200.5,UNCHANGED,
NCU01201.4,NCU01201.5,UNCHANGED,
NCU01202.4,NCU01202.5,UNCHANGED,
NCU01203.4,NCU01203.5,UNCHANGED,
NCU01204.4,NCU01204.5,UNCHANGED,
NCU01205.4,NCU01205.5,UNCHANGED,
NCU01206.4,NCU01206.5,UNCHANGED,
NCU01207.4,NCU01207.5,UNCHANGED,
NCU01208.4,NCU01208.5,UNCHANGED,
NCU01209.4,NCU01209.5,UNCHANGED,
NCU01210.4,NCU01210.5,UNCHANGED,
NCU01211.4,NCU01211.5,UNCHANGED,
NCU01212.4,NCU01212.5,UNCHANGED,
NCU01213.4,NCU01213.5,UNCHANGED,
NCU01214.4,NCU01214.5,UNCHANGED,
NCU01215.4,NCU01215.5,UNCHANGED,
NCU01216.4,NCU01216.5,UNCHANGED,
NCU01218.4,NCU01218.5,UNCHANGED,
NCU01219.4,NCU01219.5,UNCHANGED,
NCU01220.4,NCU01220.5,UNCHANGED,
NCU01221.4,NCU01221.5,UNCHANGED,
NCU01223.4,NCU01223.5,UNCHANGED,
NCU01225.4,NCU01225.5,UNCHANGED,
NCU01227.4,NCU01227.5,UNCHANGED,
NCU01229.4,NCU01229.5,UNCHANGED,
NCU01230.4,NCU01230.5,UNCHANGED,
NCU01231.4,NCU01231.5,UNCHANGED,
NCU01233.4,NCU01233.5,UNCHANGED,
NCU01234.4,NCU01234.5,UNCHANGED,
NCU01235.4,NCU01235.5,UNCHANGED,
NCU01236.4,NCU01236.5,UNCHANGED,
NCU01238.4,NCU01238.5,UNCHANGED,
NCU01240.4,NCU01240.5,UNCHANGED,
NCU01241.4,NCU01241.5,UNCHANGED,
NCU01242.4,NCU01242.5,UNCHANGED,
NCU01243.4,NCU01243.5,UNCHANGED,
NCU01245.4,NCU01245.5,UNCHANGED,
NCU01246.4,NCU01246.5,UNCHANGED,
NCU01247.4,NCU01247.5,UNCHANGED,
NCU01248.4,NCU01248.5,UNCHANGED,
NCU01249.4,NCU01249.5,UNCHANGED,
NCU01250.4,NCU01250.5,UNCHANGED,
NCU01252.4,NCU01252.5,UNCHANGED,
NCU01253.4,NCU01253.5,UNCHANGED,
NCU01254.4,NCU01254.5,UNCHANGED,
NCU01255.4,NCU01255.5,UNCHANGED,
NCU01256.4,NCU01256.5,UNCHANGED,
NCU01257.4,NCU01257.5,UNCHANGED,
NCU01258.4,NCU01258.5,UNCHANGED,
NCU01259.4,NCU01259.5,UNCHANGED,
NCU01260.4,NCU01260.5,UNCHANGED,
NCU01261.4,NCU01261.5,UNCHANGED,
NCU01262.4,NCU01262.5,UNCHANGED,
NCU01266.4,NCU01266.5,UNCHANGED,
NCU01267.4,NCU01267.5,UNCHANGED,
NCU01268.4,NCU01268.5,UNCHANGED,
NCU01269.4,NCU01269.5,UNCHANGED,
NCU01270.4,NCU01270.5,UNCHANGED,
NCU01271.4,NCU01271.5,UNCHANGED,
NCU01272.4,NCU01272.5,UNCHANGED,
NCU01273.4,NCU01273.5,UNCHANGED,
NCU01274.4,NCU01274.5,UNCHANGED,
NCU01275.4,NCU01275.5,UNCHANGED,
NCU01276.4,NCU01276.5,UNCHANGED,
NCU01277.4,NCU01277.5,UNCHANGED,
NCU01278.4,NCU01278.5,UNCHANGED,
NCU01279.4,NCU01279.5,UNCHANGED,
NCU01281.4,NCU01281.5,UNCHANGED,
NCU01283.4,NCU01283.5,UNCHANGED,
NCU01284.4,NCU01284.5,UNCHANGED,
NCU01285.4,NCU01285.5,UNCHANGED,
